"","x","y","N","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An"
"187304",303.5,125.5,2,5254,3908,4,37,21,49,11,508,6509,52,79.747116191413
"187307",306.5,125.5,2,5260,3909,3,50,18,40,4,538,6378,38,79.7673767456393
"187308",307.5,125.5,2,4924,4035,4,47,37,52,7,450,6380,46,82.3202065781435
"187362",361.5,125.5,2,5055,3945,4,50,24,28,9,610,6573,52,80.4967566977833
"187363",362.5,125.5,2,5235,4078,2,52,23,26,9,428,6435,45,83.1914104098712
"187389",388.5,125.5,2,5306,4010,4,35,18,52,5,475,6500,63,81.8136927224879
"187390",389.5,125.5,2,5332,4317,4,39,16,41,7,261,6175,46,88.0336828699388
"187391",390.5,125.5,2,5422,4442,4,39,24,43,5,256,6187,42,90.5662521482168
"187393",392.5,125.5,2,5433,4035,0,45,13,44,8,425,6438,56,82.3202065781435
"187465",464.5,125.5,2,5234,4153,10,54,24,52,13,443,6288,38,84.710951976838
"187466",465.5,125.5,2,5257,4062,3,52,23,47,14,447,6516,52,82.8672415422516
"187776",275.5,124.5,2,5289,4059,1,39,27,53,5,476,6308,52,82.8064598795729
"187777",276.5,124.5,2,5291,4102,6,47,17,46,4,481,6462,30,83.6776637113006
"187803",302.5,124.5,2,5276,4030,8,53,23,40,5,480,6438,52,82.2189038070124
"187804",303.5,124.5,2,4843,3782,5,55,34,127,14,599,6662,82,77.1942863589088
"187807",306.5,124.5,2,5186,3989,7,49,20,38,8,533,6460,58,81.3882210837372
"187808",307.5,124.5,2,5144,4025,9,36,23,40,5,556,6511,48,82.1176010358813
"187861",360.5,124.5,2,5220,3952,2,49,30,47,7,510,6451,60,80.6385805773669
"187862",361.5,124.5,2,5310,4111,5,54,21,31,11,507,6599,50,83.8600086993366
"187863",362.5,124.5,2,5275,4024,6,59,18,49,11,425,6383,51,82.097340481655
"187889",388.5,124.5,2,4972,3767,4,60,17,55,12,558,6515,46,76.8903780455154
"187890",389.5,124.5,2,5214,4119,5,42,27,36,9,417,6455,48,84.0220931331464
"187893",392.5,124.5,2,5141,3986,5,59,15,43,4,453,6398,49,81.3274394210585
"188274",273.5,123.5,2,5041,3936,4,55,35,57,7,560,6720,50,80.3144117097473
"188275",274.5,123.5,2,5197,4112,4,44,14,36,5,509,6285,41,83.8802692535628
"188276",275.5,123.5,2,5168,3943,4,44,23,40,4,463,6420,46,80.4562355893309
"188277",276.5,123.5,2,5312,4078,3,37,16,43,4,428,6416,36,83.1914104098712
"188278",277.5,123.5,2,5182,4068,2,37,9,34,9,448,6432,52,82.9888048676089
"188279",278.5,123.5,2,5277,4160,12,44,17,34,4,441,6302,51,84.8527758564216
"188280",279.5,123.5,2,5250,4013,5,47,17,34,7,427,6404,60,81.8744743851666
"188303",302.5,123.5,2,5306,4017,3,30,25,44,6,494,6482,43,81.9555166020715
"188304",303.5,123.5,2,5258,4022,8,37,29,47,13,450,6599,54,82.0568193732026
"188305",304.5,123.5,2,5237,4015,5,43,25,32,8,430,6549,43,81.914995493619
"188306",305.5,123.5,2,5300,4079,8,56,16,43,6,433,6306,48,83.2116709640974
"188307",306.5,123.5,2,5089,4007,2,46,20,42,7,506,6429,48,81.7529110598092
"188308",307.5,123.5,2,5294,3926,4,41,18,42,10,443,6539,55,80.1118061674851
"188361",360.5,123.5,2,5288,3909,9,51,21,40,5,433,6530,47,79.7673767456393
"188362",361.5,123.5,2,5334,3953,4,34,20,43,5,446,6481,56,80.6588411315931
"188363",362.5,123.5,2,5255,4000,4,59,28,49,6,422,6266,44,81.6110871802257
"188390",389.5,123.5,2,5207,4009,5,41,23,53,13,484,6451,37,81.7934321682617
"188391",390.5,123.5,2,5121,3989,4,43,17,43,4,520,6543,50,81.3882210837372
"188392",391.5,123.5,2,5020,3783,8,42,27,49,11,587,6614,37,77.214546913135
"188393",392.5,123.5,2,5204,4033,5,53,23,44,9,546,6608,50,82.2796854696911
"188394",393.5,123.5,2,5381,4138,4,39,26,44,7,459,6501,40,84.4070436634446
"188774",273.5,122.5,2,5248,4021,3,46,17,31,7,409,6381,51,82.0365588189764
"188775",274.5,122.5,2,5283,4042,6,57,17,53,9,445,6447,45,82.4620304577271
"188776",275.5,122.5,2,5208,4013,7,51,24,45,12,443,6218,46,81.8744743851666
"188777",276.5,122.5,2,5264,3934,4,38,22,52,9,464,6316,46,80.2738906012949
"188778",277.5,122.5,2,5329,4164,5,49,15,49,7,378,6331,46,84.9338180733265
"188779",278.5,122.5,2,5300,3993,3,43,14,45,8,413,6540,56,81.4692633006421
"188780",279.5,122.5,2,5155,3976,6,57,18,35,10,485,6461,32,81.1248338787963
"188803",302.5,122.5,2,5264,3763,1,59,23,42,6,603,6731,47,76.8093358286105
"188804",303.5,122.5,2,5399,4089,2,42,22,60,5,442,6508,45,83.4142765063596
"188805",304.5,122.5,2,5204,3977,4,56,19,41,8,521,6446,44,81.1450944330225
"188806",305.5,122.5,2,5297,4152,7,42,18,36,5,406,6394,62,84.6906914226118
"188807",306.5,122.5,2,5158,3994,3,42,16,29,6,445,6285,45,81.4895238548683
"188808",307.5,122.5,2,4995,3712,8,40,24,43,6,637,6642,44,75.776047563073
"188809",308.5,122.5,2,5273,4211,6,42,20,48,6,396,6452,46,85.886064121959
"188862",361.5,122.5,2,5180,4008,4,38,21,37,4,393,6592,51,81.7731716140355
"188863",362.5,122.5,2,5287,4090,4,55,17,42,3,441,6320,48,83.4345370605859
"188890",389.5,122.5,2,5208,3831,4,47,27,41,7,566,6509,44,78.1870535159937
"188891",390.5,122.5,2,5222,3958,5,54,28,44,7,488,6606,63,80.7601439027242
"188892",391.5,122.5,2,5218,3983,6,39,16,55,8,505,6509,42,81.2666577583798
"188893",392.5,122.5,2,5315,4064,8,55,26,50,8,503,6604,57,82.907762650704
"188894",393.5,122.5,2,5115,3944,2,63,25,51,7,533,6612,55,80.4764961435571
"188895",394.5,122.5,2,5160,3894,3,56,22,37,8,462,6373,49,79.4634684322459
"189273",272.5,121.5,2,5290,4032,8,57,26,46,9,503,6319,42,82.2594249154648
"189274",273.5,121.5,2,5211,3874,10,44,23,36,7,474,6500,49,79.0582573477214
"189275",274.5,121.5,2,5274,4057,5,33,12,51,8,469,6351,47,82.7659387711205
"189276",275.5,121.5,2,5346,4098,7,50,23,49,6,419,6428,53,83.5966214943957
"189277",276.5,121.5,2,5229,4061,13,42,19,41,8,455,6458,49,82.8469809880254
"189278",277.5,121.5,2,5346,4084,7,49,26,45,3,402,6413,39,83.3129737352285
"189279",278.5,121.5,2,5266,4025,4,41,19,31,6,434,6233,42,82.1176010358813
"189280",279.5,121.5,2,5224,4069,9,52,27,41,6,467,6308,45,83.0090654218351
"189281",280.5,121.5,2,5253,4048,4,35,23,47,11,394,6332,33,82.5835937830844
"189302",301.5,121.5,2,5314,4056,11,50,28,35,4,409,6439,42,82.7456782168942
"189303",302.5,121.5,2,5043,3704,3,66,23,48,5,631,6763,50,75.6139631292632
"189304",303.5,121.5,2,5280,3918,2,39,35,45,6,516,6560,59,79.9497217336753
"189305",304.5,121.5,2,5356,4115,4,34,21,35,7,462,6355,56,83.9410509162415
"189306",305.5,121.5,2,5374,3925,8,35,20,54,6,495,6508,38,80.0915456132588
"189307",306.5,121.5,2,5282,4147,8,51,15,30,3,365,6195,46,84.5893886514807
"189308",307.5,121.5,2,5375,3954,4,38,19,38,7,474,6493,58,80.6791016858193
"189309",308.5,121.5,2,5268,3973,4,48,22,39,12,471,6508,45,81.0640522161176
"189329",328.5,121.5,2,5241,3952,6,42,15,40,6,492,6371,42,80.6385805773669
"189330",329.5,121.5,2,5155,3730,1,58,24,36,10,563,6625,54,76.1407375391451
"189363",362.5,121.5,2,5156,4075,6,48,17,39,5,476,6397,55,83.1306287471925
"189391",390.5,121.5,2,5124,3911,7,54,22,53,11,490,6479,48,79.8078978540917
"189392",391.5,121.5,2,5200,3960,4,40,31,51,14,464,6586,63,80.8006650111767
"189393",392.5,121.5,2,5228,4004,4,43,22,36,10,501,6585,45,81.6921293971306
"189394",393.5,121.5,2,4986,3862,3,43,30,55,8,510,6210,72,78.8151306970067
"189773",272.5,120.5,2,5227,3927,3,40,22,33,9,442,6443,39,80.1320667217113
"189774",273.5,120.5,2,5309,4119,7,44,22,42,7,472,6494,43,84.0220931331464
"189775",274.5,120.5,2,5269,3982,2,55,18,40,8,419,6463,51,81.2463972041536
"189776",275.5,120.5,2,5283,3998,5,50,21,50,3,502,6472,48,81.5705660717732
"189777",276.5,120.5,2,5124,3877,5,47,29,52,12,470,6336,41,79.1190390104001
"189778",277.5,120.5,2,5371,4011,1,28,19,48,8,436,6414,49,81.8339532767141
"189779",278.5,120.5,2,5393,4065,6,46,15,52,5,419,6348,53,82.9280232049303
"189780",279.5,120.5,2,5322,3899,7,53,16,46,7,446,6353,40,79.564771203377
"189781",280.5,120.5,2,5111,3912,1,48,18,40,12,433,6327,30,79.8281584083179
"189802",301.5,120.5,2,5163,4020,8,47,23,42,5,464,6577,46,82.0162982647502
"189803",302.5,120.5,2,5293,4097,5,62,20,43,6,434,6474,50,83.5763609401694
"189805",304.5,120.5,2,5200,4105,8,50,29,53,7,433,6374,55,83.7384453739792
"189806",305.5,120.5,2,5345,4114,5,32,15,43,10,410,6314,46,83.9207903620153
"189807",306.5,120.5,2,5253,4058,2,41,23,42,11,486,6339,49,82.7861993253467
"189808",307.5,120.5,2,5269,4127,2,38,21,40,8,419,6387,43,84.1841775669562
"189809",308.5,120.5,2,5286,4054,6,41,24,46,7,389,6385,34,82.7051571084418
"189829",328.5,120.5,2,5267,4089,3,56,24,40,12,468,6353,41,83.4142765063596
"189830",329.5,120.5,2,5358,4158,2,50,22,51,6,459,6256,47,84.8122547479691
"189894",393.5,120.5,2,5125,3929,8,49,23,37,4,546,6520,46,80.1725878301637
"189895",394.5,120.5,2,5210,3968,5,52,32,41,8,524,6467,62,80.9627494449865
"189896",395.5,120.5,2,5188,3975,6,42,20,35,8,486,6397,39,81.10457332457
"190274",273.5,119.5,2,5332,4008,7,44,13,40,9,454,6406,42,81.7731716140355
"190275",274.5,119.5,2,5284,4120,8,51,21,47,5,423,6464,43,84.0423536873726
"190276",275.5,119.5,2,5215,4045,9,37,15,49,5,442,6445,46,82.5228121204058
"190277",276.5,119.5,2,5127,3863,6,37,16,37,8,473,6567,46,78.8353912512329
"190278",277.5,119.5,2,5215,3880,5,38,22,38,11,436,6292,37,79.1798206730787
"190279",278.5,119.5,2,5255,4153,3,54,14,31,13,388,6390,53,84.710951976838
"190280",279.5,119.5,2,5103,4106,6,49,12,43,7,439,6499,49,83.7587059282055
"190281",280.5,119.5,2,5245,4078,5,48,17,36,6,452,6513,48,83.1914104098712
"190282",281.5,119.5,2,5080,3641,5,66,34,43,10,577,6493,46,74.3375482130111
"190306",305.5,119.5,2,5244,4072,6,35,15,31,11,410,6352,47,83.0698470845138
"190307",306.5,119.5,2,5163,4110,6,50,14,50,5,411,6387,49,83.8397481451103
"190308",307.5,119.5,2,4934,3671,4,45,24,49,9,668,6759,50,74.9453648397978
"190309",308.5,119.5,2,4904,3692,4,39,22,40,7,749,6732,50,75.3708364785486
"190311",310.5,119.5,2,4972,3686,4,44,25,49,4,642,6668,44,75.2492731531912
"190329",328.5,119.5,2,5302,4077,3,39,24,50,6,450,6456,50,83.1711498556449
"190330",329.5,119.5,2,5217,4091,5,42,23,49,5,440,6294,48,83.4547976148121
"190331",330.5,119.5,2,5145,3883,5,42,22,45,7,531,6418,40,79.2406023357574
"190774",273.5,118.5,2,5350,4053,10,52,19,38,9,451,6229,55,82.6848965542156
"190775",274.5,118.5,2,5223,4042,7,51,18,48,5,425,6560,58,82.4620304577271
"190776",275.5,118.5,2,5295,3994,8,44,20,42,10,456,6348,46,81.4895238548683
"190777",276.5,118.5,2,4985,3774,6,66,31,74,8,521,6576,55,77.032201925099
"190778",277.5,118.5,2,5109,4054,12,38,22,37,6,514,6529,47,82.7051571084418
"190779",278.5,118.5,2,5260,4057,8,39,22,32,6,439,6416,52,82.7659387711205
"190780",279.5,118.5,2,5318,4020,5,40,26,45,5,498,6272,36,82.0162982647502
"190781",280.5,118.5,2,5250,4063,4,53,16,40,11,436,6486,49,82.8875020964778
"190782",281.5,118.5,2,5168,4137,4,48,19,48,2,437,6504,44,84.3867831092184
"190800",299.5,118.5,2,5084,3860,6,50,24,53,6,558,6788,42,78.7746095885543
"190802",301.5,118.5,2,5395,4073,4,58,21,40,7,428,6505,42,83.09010763874
"190803",302.5,118.5,2,5047,3912,4,94,27,84,8,480,6682,46,79.8281584083179
"190806",305.5,118.5,2,5369,4196,1,36,10,38,5,409,6374,67,85.5821558085656
"190807",306.5,118.5,2,5301,4088,7,41,17,56,10,428,6513,45,83.3940159521334
"190808",307.5,118.5,2,4904,3619,3,28,21,47,5,654,6737,43,73.8918160200342
"190809",308.5,118.5,2,5094,3557,3,42,22,48,5,717,6902,38,72.6356616580083
"190811",310.5,118.5,2,5111,3634,4,41,31,52,7,702,6729,48,74.1957243334275
"190829",328.5,118.5,2,5175,4042,6,51,20,43,12,489,6374,53,82.4620304577271
"190830",329.5,118.5,2,5195,3925,6,49,16,43,11,446,6529,27,80.0915456132588
"190831",330.5,118.5,2,5265,4083,4,61,15,35,9,467,6497,41,83.2927131810023
"191274",273.5,117.5,2,5240,4002,8,46,18,41,12,478,6404,44,81.6516082886781
"191275",274.5,117.5,2,5234,4075,6,35,13,36,7,440,6323,44,83.1306287471925
"191276",275.5,117.5,2,5228,3978,4,44,15,53,5,414,6242,54,81.1653549872487
"191277",276.5,117.5,2,5257,4032,3,55,15,40,7,411,6416,53,82.2594249154648
"191278",277.5,117.5,2,5150,3956,5,37,16,46,7,482,6456,43,80.7196227942718
"191279",278.5,117.5,2,5248,3982,5,35,26,43,8,437,6439,51,81.2463972041536
"191280",279.5,117.5,2,5214,4200,5,47,22,43,13,430,6465,47,85.6631980254705
"191281",280.5,117.5,2,5341,4173,7,52,23,39,9,451,6266,48,85.1161630613625
"191282",281.5,117.5,2,5350,4059,8,46,23,36,3,424,6345,48,82.8064598795729
"191283",282.5,117.5,2,5323,3983,8,54,19,43,8,484,6488,40,81.2666577583798
"191300",299.5,117.5,2,5044,3658,4,38,25,46,4,634,6512,35,74.6819776348569
"191303",302.5,117.5,2,5329,4213,4,41,23,41,8,402,6348,44,85.9265852304115
"191306",305.5,117.5,2,4937,3793,3,34,16,32,11,670,6687,52,77.4171524553972
"191307",306.5,117.5,2,5080,3643,5,42,25,32,13,671,6707,50,74.3780693214636
"191308",307.5,117.5,2,5095,3757,5,44,28,48,8,633,6622,47,76.6877725032531
"191311",310.5,117.5,2,5080,3675,4,33,21,48,6,692,6792,55,75.0264070567027
"191312",311.5,117.5,2,5266,3850,4,47,31,35,6,627,6689,48,78.572004046292
"191329",328.5,117.5,2,5038,4031,4,53,14,39,6,487,6343,44,82.2391643612386
"191330",329.5,117.5,2,5100,3905,6,56,18,41,8,501,6514,42,79.6863345287343
"191331",330.5,117.5,2,5179,3915,9,44,11,45,10,520,6490,52,79.8889400709966
"191778",277.5,116.5,2,5247,3999,7,35,18,43,11,508,6380,52,81.5908266259994
"191779",278.5,116.5,2,5236,4106,5,40,13,50,9,464,6408,53,83.7587059282055
"191780",279.5,116.5,2,5280,3997,5,35,27,37,11,426,6158,41,81.550305517547
"191781",280.5,116.5,2,5320,4055,7,47,22,38,6,434,6385,34,82.725417662668
"191782",281.5,116.5,2,5236,4002,6,49,23,48,6,485,6362,46,81.6516082886781
"191783",282.5,116.5,2,5218,3837,6,45,27,54,7,498,6405,48,78.3086168413511
"191799",298.5,116.5,2,5031,3951,4,37,23,45,8,553,6671,52,80.6183200231407
"191800",299.5,116.5,2,5072,3692,8,43,25,54,10,680,6680,56,75.3708364785486
"191803",302.5,116.5,2,5324,4091,6,36,20,38,11,409,6302,47,83.4547976148121
"191807",306.5,116.5,2,4974,3738,6,34,18,53,8,691,6704,54,76.3028219729549
"191808",307.5,116.5,2,5168,3772,2,25,19,37,4,635,6612,41,76.9916808166465
"191812",311.5,116.5,2,5287,3972,7,48,17,40,9,467,6500,43,81.0437916618914
"192232",231.5,115.5,2,4976,3755,4,63,29,57,12,570,6487,59,76.6472513948007
"192279",278.5,115.5,2,5288,3959,6,57,12,47,8,500,6406,45,80.7804044569505
"192280",279.5,115.5,2,5326,4050,10,40,26,39,4,403,6453,35,82.6241148915369
"192282",281.5,115.5,2,4982,3617,3,45,26,60,7,526,6403,52,73.8512949115817
"192298",297.5,115.5,2,5306,3979,1,37,18,44,5,467,6452,52,81.185615541475
"192299",298.5,115.5,2,5145,4058,5,50,17,30,6,520,6428,45,82.7861993253467
"192300",299.5,115.5,2,5025,3666,5,65,27,61,6,583,6630,57,74.8440620686667
"192303",302.5,115.5,2,5339,3991,7,36,25,55,5,482,6572,42,81.4287421921896
"192304",303.5,115.5,2,5221,4050,8,34,28,43,10,365,6275,49,82.6241148915369
"192305",304.5,115.5,2,5138,3849,11,33,17,48,10,574,6628,56,78.5517434920658
"192306",305.5,115.5,2,4972,3749,3,51,21,50,9,647,6654,46,76.5256880694433
"192307",306.5,115.5,2,5143,3620,3,40,15,27,7,664,6613,36,73.9120765742604
"192308",307.5,115.5,2,5223,3989,4,35,19,45,9,425,6473,46,81.3882210837372
"192311",310.5,115.5,2,5190,4050,3,40,20,40,7,442,6450,54,82.6241148915369
"192312",311.5,115.5,2,5039,3696,8,56,20,45,13,565,6631,47,75.4518786954534
"192501",0.5,114.5,2,4874,3656,4,58,21,61,5,589,6568,53,74.6414565264045
"192732",231.5,114.5,2,5311,4070,8,47,18,50,5,435,6352,44,83.0293259760614
"192733",232.5,114.5,2,5225,3928,0,46,19,41,3,525,6502,51,80.1523272759375
"192779",278.5,114.5,2,5206,4055,2,34,13,47,11,420,6291,42,82.725417662668
"192780",279.5,114.5,2,5275,4024,7,54,22,49,7,452,6407,40,82.097340481655
"192801",300.5,114.5,2,5183,3915,4,45,16,41,3,522,6603,50,79.8889400709966
"192802",301.5,114.5,2,5305,4172,4,40,23,46,12,405,6445,47,85.0959025071363
"192804",303.5,114.5,2,5347,3970,2,48,15,39,6,518,6490,49,81.0032705534389
"192805",304.5,114.5,2,5137,3861,6,28,15,38,9,522,6465,45,78.7948701427805
"192807",306.5,114.5,2,5028,3806,6,46,20,47,10,624,6609,43,77.6805396603381
"192808",307.5,114.5,2,5083,3848,5,41,28,40,4,493,6471,58,78.5314829378396
"192811",310.5,114.5,2,5147,3904,6,39,21,42,8,512,6520,48,79.6660739745081
"192812",311.5,114.5,2,4972,3641,4,45,22,51,6,636,6705,64,74.3375482130111
"193002",1.5,113.5,2,5016,3831,7,51,27,37,9,541,6564,45,78.1870535159937
"193234",233.5,113.5,2,5242,4039,3,33,27,53,6,522,6471,36,82.4012487950484
"193235",234.5,113.5,2,5341,4061,2,37,18,49,10,411,6485,35,82.8469809880254
"193236",235.5,113.5,2,5282,4004,2,54,19,38,7,410,6278,42,81.6921293971306
"193302",301.5,113.5,2,5267,3987,3,51,27,47,9,418,6361,50,81.3476999752848
"193304",303.5,113.5,2,5340,4115,0,41,26,50,8,406,6481,51,83.9410509162415
"193305",304.5,113.5,2,5296,4106,4,29,25,52,7,466,6380,46,83.7587059282055
"193306",305.5,113.5,2,4993,3636,1,46,23,50,4,675,6688,51,74.23624544188
"193310",309.5,113.5,2,5180,3758,6,31,23,51,14,627,6567,57,76.7080330574794
"193311",310.5,113.5,2,4947,3690,4,43,30,39,10,658,6911,43,75.3303153700961
"193312",311.5,113.5,2,5143,3745,6,45,25,36,5,575,6729,45,76.4446458525384
"193313",312.5,113.5,2,5219,4023,6,36,25,49,7,486,6561,56,82.0770799274288
"193501",0.5,112.5,2,5089,3686,4,40,20,45,8,541,6407,42,75.2492731531912
"193503",2.5,112.5,2,5212,3898,6,44,28,46,16,567,6436,55,79.5445106491508
"193658",157.5,112.5,2,4962,3691,7,66,34,77,11,598,6579,49,75.3505759243223
"193733",232.5,112.5,2,5225,3892,8,41,23,47,7,505,6489,32,79.4229473237934
"193734",233.5,112.5,2,5168,4052,3,36,20,52,3,503,6617,45,82.6646359999893
"193735",234.5,112.5,2,5207,3902,2,51,22,42,7,566,6563,56,79.6255528660557
"193736",235.5,112.5,2,5287,3985,5,47,28,47,7,417,6422,35,81.3071788668323
"193802",301.5,112.5,2,4969,3654,6,82,36,74,16,620,6611,40,74.600935417952
"193803",302.5,112.5,2,5246,3914,2,43,33,45,7,473,6616,62,79.8686795167704
"193805",304.5,112.5,2,5197,3849,2,39,23,43,6,568,6556,46,78.5517434920658
"193808",307.5,112.5,2,4927,3703,5,42,22,45,10,621,6394,51,75.593702575037
"193809",308.5,112.5,2,5290,3833,7,33,13,43,9,527,6709,51,78.2275746244462
"193810",309.5,112.5,2,5086,3875,3,44,25,46,11,573,6655,47,79.0785179019476
"193811",310.5,112.5,2,5004,3868,8,30,27,49,7,605,6707,43,78.936694022364
"193812",311.5,112.5,2,5265,3944,4,50,16,41,10,518,6374,53,80.4764961435571
"193813",312.5,112.5,2,5171,3990,6,43,21,32,10,445,6391,47,81.4084816379634
"193814",313.5,112.5,2,5215,4009,5,41,18,42,6,469,6448,47,81.7934321682617
"194001",0.5,111.5,2,5269,3945,1,48,18,44,6,509,6624,43,80.4967566977833
"194002",1.5,111.5,2,5112,3928,3,40,24,41,8,484,6583,39,80.1523272759375
"194231",230.5,111.5,2,5137,3921,10,54,26,35,5,464,6504,40,80.0105033963539
"194234",233.5,111.5,2,5234,4011,4,39,23,47,15,440,6279,53,81.8339532767141
"194301",300.5,111.5,2,5203,4077,6,55,20,43,10,417,6380,49,83.1711498556449
"194302",301.5,111.5,2,5404,4003,8,54,27,46,2,437,6456,49,81.6718688429043
"194303",302.5,111.5,2,5234,3916,4,43,22,47,2,543,6451,50,79.9092006252228
"194308",307.5,111.5,2,5195,3989,5,41,15,36,5,526,6490,65,81.3882210837372
"194309",308.5,111.5,2,5276,3897,4,32,17,52,6,607,6621,49,79.5242500949246
"194310",309.5,111.5,2,5090,3836,4,44,29,53,7,596,6665,40,78.2883562871249
"194311",310.5,111.5,2,5085,3819,6,50,19,34,9,544,6579,52,77.943926865279
"194312",311.5,111.5,2,5268,3992,3,38,15,55,7,423,6373,48,81.4490027464159
"194313",312.5,111.5,2,5312,4028,2,40,17,40,5,405,6435,37,82.17838269856
"194314",313.5,111.5,2,5191,4067,3,53,22,39,5,505,6467,51,82.9685443133827
"194501",0.5,110.5,2,5296,3918,4,36,18,49,7,469,6382,48,79.9497217336753
"194502",1.5,110.5,2,5088,3940,5,55,27,49,12,482,6559,50,80.3954539266522
"194503",2.5,110.5,2,5229,4092,10,33,25,39,5,450,6373,59,83.4750581690383
"194730",229.5,110.5,2,5221,3937,3,66,16,39,9,506,6451,51,80.3346722639735
"194731",230.5,110.5,2,5255,4107,4,51,16,38,6,445,6410,46,83.7789664824317
"194732",231.5,110.5,2,5247,3951,2,56,23,38,5,442,6494,51,80.6183200231407
"194735",234.5,110.5,2,4927,3901,6,65,32,65,9,497,6477,57,79.6052923118295
"194736",235.5,110.5,2,5221,4005,6,40,16,60,8,496,6528,46,81.7123899513568
"194801",300.5,110.5,2,5323,3960,5,58,28,73,8,455,6608,51,80.8006650111767
"194802",301.5,110.5,2,5368,4090,1,41,16,45,5,414,6346,56,83.4345370605859
"194803",302.5,110.5,2,5022,3792,3,48,28,40,7,451,6394,52,77.396891901171
"194807",306.5,110.5,2,4994,3811,5,40,26,49,9,649,6667,47,77.7818424314693
"194808",307.5,110.5,2,5180,3829,4,40,23,38,4,570,6349,54,78.1465324075413
"194809",308.5,110.5,2,5015,3851,9,61,25,66,8,587,6579,55,78.5922646005182
"194810",309.5,110.5,2,5070,3901,4,30,13,49,7,578,6506,49,79.6052923118295
"194811",310.5,110.5,2,5232,3964,4,37,21,46,6,471,6370,42,80.8817072280816
"194812",311.5,110.5,2,5326,3984,10,36,17,55,8,439,6471,55,81.2869183126061
"194813",312.5,110.5,2,5248,4004,5,50,18,41,7,450,6478,42,81.6921293971306
"194814",313.5,110.5,2,5234,3991,2,51,29,38,6,446,6425,53,81.4287421921896
"195001",0.5,109.5,2,5048,3826,4,74,33,60,4,516,6428,37,78.0857507448626
"195004",3.5,109.5,2,5263,3994,5,48,24,40,5,474,6487,42,81.4895238548683
"195005",4.5,109.5,2,5435,3981,4,40,19,55,11,464,6324,43,81.2261366499274
"195231",230.5,109.5,2,5249,4026,4,53,13,40,4,458,6409,47,82.1378615901075
"195232",231.5,109.5,2,5156,4028,5,48,18,40,6,418,6377,44,82.17838269856
"195233",232.5,109.5,2,5008,3844,8,49,28,43,8,566,6680,31,78.4504407209347
"195234",233.5,109.5,2,5273,4025,5,43,21,52,4,500,6517,41,82.1176010358813
"195236",235.5,109.5,2,5259,4013,6,34,20,45,8,461,6521,33,81.8744743851666
"195237",236.5,109.5,2,5254,3976,8,48,16,34,9,469,6498,37,81.1248338787963
"195305",304.5,109.5,2,5108,3663,4,34,22,60,10,676,6765,46,74.783280405988
"195307",306.5,109.5,2,4983,3584,3,47,31,52,12,731,6756,36,73.1826966221163
"195308",307.5,109.5,2,5063,4104,4,48,27,61,10,498,6505,49,83.718184819753
"195309",308.5,109.5,2,5174,4045,4,51,12,42,8,413,6443,42,82.5228121204058
"195310",309.5,109.5,2,5080,3949,4,39,17,29,8,524,6434,46,80.5777989146882
"195311",310.5,109.5,2,5255,3994,4,47,17,42,6,480,6457,52,81.4895238548683
"195312",311.5,109.5,2,5241,3904,5,58,14,43,5,501,6431,41,79.6660739745081
"195313",312.5,109.5,2,5138,4056,7,31,14,45,2,466,6464,44,82.7456782168942
"195505",4.5,108.5,2,5165,4014,7,49,17,47,7,473,6405,49,81.8947349393928
"195506",5.5,108.5,2,5230,3960,5,56,27,44,6,366,6321,42,80.8006650111767
"195732",231.5,108.5,2,5194,4164,5,46,27,45,10,440,6471,48,84.9338180733265
"195733",232.5,108.5,2,5351,4117,6,55,21,47,7,433,6457,48,83.9815720246939
"195734",233.5,108.5,2,5243,4009,8,42,33,39,9,515,6383,46,81.7934321682617
"195737",236.5,108.5,2,5129,3973,4,43,25,50,11,532,6474,57,81.0640522161176
"195738",237.5,108.5,2,5298,4160,2,44,14,35,8,438,6356,43,84.8527758564216
"195805",304.5,108.5,2,5110,3651,8,50,15,48,4,611,6757,35,74.5401537552734
"195807",306.5,108.5,2,5086,3740,8,35,34,63,11,637,6692,33,76.3433430814073
"195809",308.5,108.5,2,5184,3789,5,49,18,38,7,567,6482,46,77.3361102384923
"195810",309.5,108.5,2,5320,4127,3,33,13,38,12,475,6520,55,84.1841775669562
"195811",310.5,108.5,2,5201,4107,5,45,13,44,7,441,6454,52,83.7789664824317
"195812",311.5,108.5,2,5248,4027,4,43,23,35,3,461,6454,46,82.1581221443337
"196001",0.5,107.5,2,5120,3877,4,70,34,77,5,491,6394,50,79.1190390104001
"196002",1.5,107.5,2,4814,3667,9,59,35,64,6,676,6776,57,74.8643226228929
"196181",180.5,107.5,2,5220,4150,5,47,23,39,6,387,6256,57,84.6501703141593
"196182",181.5,107.5,2,5136,4037,5,33,27,45,11,475,6325,52,82.360727686596
"196233",232.5,107.5,2,5142,3843,4,53,22,55,9,563,6530,69,78.4301801667084
"196234",233.5,107.5,2,5295,4168,7,53,20,38,7,428,6274,50,85.0148602902314
"196235",234.5,107.5,2,5255,4033,10,33,16,51,3,517,6524,53,82.2796854696911
"196236",235.5,107.5,2,5058,4021,2,52,21,45,7,564,6467,54,82.0365588189764
"196238",237.5,107.5,2,5206,4069,5,48,16,28,8,443,6349,49,83.0090654218351
"196304",303.5,107.5,2,4968,3657,4,61,23,58,11,661,6615,43,74.6617170806307
